tier,company_name,trade,ownership_type,county,city,zip,address,phone,website,google_rating,google_reviews,services,license_types,license_numbers,status,notes,match_source,google_place_id,google_url,ownership_confidence,parent_company_or_notes,active_license_count
"D — Priority county, needs phone research",DOUG'S ROYAL FLUSH INC,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34241,"3911 Lancaster Dr., Sarasota, FL, 34241",,,,,,CFC,CFC057911,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOUGLAS HEATING & AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34238,"8499 S Tamiami Tr Unit 5, Sarasota, FL, 34238",,,,,,CAC,CAC1818270,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DOUGLAS HVAC MECHANICAL, INC.",HVAC,Independent / Likely Family-Owned (unverified),Broward,Deerfield Beach,33441,"520 Sw Natura Ave, Deerfield Beach, FL, 33441",,,,,,CAC,CAC1819310,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOUGLAS M JOHNSON HEATING & AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Dunedin,34698,"1205 Lazy Lake Rd East, Dunedin, FL, 34698",,,,,,CAC,CAC057332,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOUGLAS ORR PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Springs,33166,"301 Flagler Drive, Miami Springs, FL, 33166",,,,,,CFC,CFC052664; CFC1431165; CFC1431298,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,3
"D — Priority county, needs phone research",DOUGLAS TAYLOR AIR CONDITIONING & REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Largo,33773,"6560- 116Th Ave N Unit A, Largo, FL, 33773",,,,,,CAC,CAC1813709,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOVE AIR CONDITIONING & REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Jupiter,33458,"2581 Jupiter Park Drive Suite F 10, Jupiter, FL, 33458",,,,,,CAC,CAC057001,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOVIS PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33179,"20217 Ne 15Th Ct, Miami, FL, 33179",,,,,,CFC,CFC1429889,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOVTEC HVAC SERVICES LLC,Mechanical,Independent / Likely Family-Owned (unverified),Miami-Dade,North Miami Beach,33162,"17330 Northeast 10Th Court, North Miami Beach, FL, 33162",,,,,,CMC,CMC1251129,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOWN TO TEMP HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Largo,33774,"13002 129Th Ave, Largo, FL, 33774",,,,,,CAC,CAC1823991,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOWNEAST AIR HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Lee,Bonita Springs,34135,"27296 High Seas Ln, Bonita Springs, FL, 34135",,,,,,CAC,CAC1814795,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOWNER ENTERPRISES INC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33022,"Po Box 220908, Hollywood, FL, 33022",,,,,,CFC,CFC1427447,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOWNTOWN AIR AND HEAT LLC,HVAC,Independent / Likely Family-Owned (unverified),Orange,Orlando,32806,"311 E Jersey Street, Orlando, FL, 32806",,,,,,CAC,CAC1817519,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOWNUP CONSTRUCTION LLC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Sunrise,33351,"4783 Nw 103Rd Ave Suite 30, Sunrise, FL, 33351",,,,,,CFC,CFC1428600,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DOYLE WESSON PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Collier,Naples,34104,"4776 Radio Rd.  Unit 703, Naples, FL, 34104",,,,,,CFC,CFC1425749,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DP&M SERVICES, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Orange,Orlando,32804,"1317 Edgewater Drive Suite 1752, Orlando, FL, 32804",,,,,,CFC,CFC1429812,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DPAUL PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33181,"1710 Ne 139 Street, Miami, FL, 33181",,,,,,CFC,CFC1428259,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DPR AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Lee,Lehigh Acres,33971,"2914 7Th Street West, Lehigh Acres, FL, 33971",,,,,,CAC,CAC1823010,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR CONTRACTING GROUP LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33909,"480 Ne 3Rd Pl, Cape Coral, FL, 33909",,,,,,"CAC, CFC",CAC1824453; CFC1433872,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",DR DUCT,HVAC,Independent / Likely Family-Owned (unverified),Lee,Lehigh Acres,33936,"117 So Richmond Ave, Lehigh Acres, FL, 33936",,,,,,CAC,CAC056887,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR PIPE,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33193,"15602 Sw 63 Terrace, Miami, FL, 33193",,,,,,CFC,CFC1428603,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR ROOTER LLC,Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Riviera Beach,33404,"6461 Garden Road Suite 142, Riviera Beach, FL, 33404",,,,,,CFC,CFC1428134,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR. COMFORT AIR CONDITIONING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Sarasota,Venice,34293,"1764 Still River Drive, Venice, FL, 34293",,,,,,"CAC, CFC",CAC1824153; CFC1433828,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research","DR. COOL A/C, LLC",HVAC,Independent / Likely Family-Owned (unverified),Broward,Sunrise,33323,"3580 Nw 113Th Ave, Sunrise, FL, 33323",,,,,,CAC,CAC1818073,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR. COOL AC & HEATING,HVAC,Independent / Likely Family-Owned (unverified),Pasco,Spring Hill,34610,"17941 Student Acrs St, Spring Hill, FL, 34610",,,,,,CAC,CAC1824166,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DR. KOOL AIR CONDITIONING & REFRIGERATION, LLC",HVAC,Independent / Likely Family-Owned (unverified),Lee,Bonita Springs,34135,"10911 Harmony Park Dr Unit 2, Bonita Springs, FL, 34135",,,,,,CAC,CAC1817715,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR. W PLUMBER LLC,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33172,"9409 Fontaineblue Blvd Apt 112, Miami, FL, 33172",,,,,,CFC,CFC1432858,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DR. Z MECHANICAL INC.,Mechanical,Independent / Likely Family-Owned (unverified),Broward,Tamarac,33321,"6032 Nw 80Th Avenue, Tamarac, FL, 33321",,,,,,CMC,CMC1250730,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAFT PLUMBING CORP,Plumbing,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33990,"2311 Se 10Th Ave Unit 211, Cape Coral, FL, 33990",,,,,,CFC,CFC1432485,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAFTHINGS, INC.",HVAC,Independent / Likely Family-Owned (unverified),Sarasota,Venice,34292,"515 Sawgrass Bridge Rd, Venice, FL, 34292",,,,,,CAC,CAC1824222,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAGON PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Orange,Apopka,32703,"2649 Pemberton Drive, Apopka, FL, 32703",,,,,,CFC,CFC058071,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAGON SUPERIOR SERVICES HEAT & AIR CONDITIONING LLC,Mechanical,Independent / Likely Family-Owned (unverified),Orange,Orlando,32810,"4841  Eden View Court, Orlando, FL, 32810",,,,,,CMC,CMC1250693,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAGONAIRE MECHANICAL SERVICES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Broward,Lauderdale Lakes,33311,"3681  Nw 21St Street Apt 106, Lauderdale Lakes, FL, 33311",,,,,,CAC,CAC1819490,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN APE LLC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Lutz,33548,"18809 Merry Lane, Lutz, FL, 33548",,,,,,CFC,CFC1430695,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAIN BRAIN, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Orange,Winter Garden,34787,"361 North Boyd St, Winter Garden, FL, 34787",,,,,,CFC,CFC1429638,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN CLEAN HEROES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Myakka City,34251,"24605 53Rd Ave East, Myakka City, FL, 34251",,,,,,CFC,CFC1433172,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN KING PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Oakland Park,33334,"4834 Ne 12 Ave, Oakland Park, FL, 33334",,,,,,CFC,CFC057357,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAIN KING PLUMBING OF SOUTH FL, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Broward,Lauderhill,33311,"3241 Nw 13Th Court, Lauderhill, FL, 33311",,,,,,RF,RF11067543,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN MASTER USA CO,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Lighthouse Point,33064,"2308 Vintage Dr, Lighthouse Point, FL, 33064",,,,,,CFC,CFC1427886,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN TACTICS,Plumbing,Independent / Likely Family-Owned (unverified),Orange,Orlando,32828,"338  Malta Road, Orlando, FL, 32828",,,,,,CFC,CFC1433989,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAIN TITAN, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34242,"6151 Midnight Pass Rd, Sarasota, FL, 34242",,,,,,CFC,CFC1430852,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAIN TO DRAIN, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Jupiter,33458,"2895 Jupiter Park Dr Suite 900, Jupiter, FL, 33458",,,,,,CFC,CFC1426115,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAIN-ROOTER&PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Clearwater,33755,"1505 Maple St., Clearwater, FL, 33755",,,,,,CFC,CFC1433153,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAINMATES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33157,"10091 Kumquat St, Miami, FL, 33157",,,,,,CFC,CFC1434430,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRAINS ETC... INC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Dover,33527,"2437 Walden Grove Ln, Dover, FL, 33527",,,,,,CFC,CFC1425794,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRAINWORKS PLUMBING & GAS, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Brandon,33511,"602 Westbrook Ave, Brandon, FL, 33511",,,,,,CFC,CFC1430306,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAM AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Pinellas,Largo,33771,"1097 Keene Rd, Largo, FL, 33771",,,,,,CAC,CAC1816911,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAM AIR SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami Beach,33139,"1132 Pennsylvania Ave Apt 1, Miami Beach, FL, 33139",,,,,,CAC,CAC1824345,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAM BUILDERS A C & R,HVAC,Independent / Likely Family-Owned (unverified),Broward,Pembroke Pines,33024,"7900 Pines Blvd, Pembroke Pines, FL, 33024",,,,,,CAC,CAC036775,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DREAM BUILDERS CONSTRUCTION, INC.",HVAC,Independent / Likely Family-Owned (unverified),Broward,Pembroke Pines,33024,"7740 Nw 7 Street, Pembroke Pines, FL, 33024",,,,,,CAC,CAC1817174,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAM PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,West Palm Beach,33413,"709 Imperial Lake Road, West Palm Beach, FL, 33413",,,,,,CFC,CFC1427072,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAM SPACE CONTRACTING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pasco,Land O' Lakes,34639,"4340 Tarkington Dr, Land O' Lakes, FL, 34639",,,,,,CFC,CFC1433298,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DREAMCOR CONSTRUCTION LLC,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Lake Worth,33467,"8295 Winnipesaukee Way, Lake Worth, FL, 33467",,,,,,CAC,CAC1820614,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DREAMWORKS AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Martin,Palm City,34990,"943 Southwest 35Th Street, Palm City, FL, 34990",,,,,,CAC,CAC1814408,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DREAMWORKS PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),St. Lucie,Port Saint Lucie,34983,"356 Nw Avens St, Port Saint Lucie, FL, 34983",,,,,,CFC,CFC1432080,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRI-FORCE RESTORATION, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33177,"13727 Southwest 152 St 204, Miami, FL, 33177",,,,,,CFC,CFC1429932,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRIP DROP PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,Pinellas Park,33781,"8480 57Th Street N, Pinellas Park, FL, 33781",,,,,,CFC,CFC1430788,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DRL HVAC, LLC",HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33165,"9871 Sw 32 St, Miami, FL, 33165",,,,,,CAC,CAC1820491,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DROP IN BUCKET PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Martin,Hobe Sound,33455,"10990 Se Gomez Ave, Hobe Sound, FL, 33455",,,,,,CFC,CFC1426520,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DROP TEMP HVAC LLC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Plantation,33317,"490 Nw 43Rd Avenue, Plantation, FL, 33317",,,,,,RA,RA13067704,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRY PROFESSIONAL SERVICES INC,Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Lake Worth,33463,"4859 Waverly Woods Ter, Lake Worth, FL, 33463",,,,,,CFC,CFC1429701,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DRYMON REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Manatee,Sarasota,34243,"1144 Tallevast Road Ste 111, Sarasota, FL, 34243",,,,,,CAC,CAC058475,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DS AIR CONDITIONING AND HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33024,"7180 Raleigh St, Hollywood, FL, 33024",,,,,,CAC,CAC1823996,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DS AIR CONDITIONING, INC",HVAC,Independent / Likely Family-Owned (unverified),Martin,Jensen Beach,34957,"1164 Ne Crown Terrace, Jensen Beach, FL, 34957",,,,,,CAC,CAC058715,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DS&W AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),St. Lucie,Port St Lucie,34983,"6038 Nw Regent St, Port St Lucie, FL, 34983",,,,,,RA,RA13067725,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DSAS AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Fort Lauderdale,33319,"4509 Nw 39Th St, Fort Lauderdale, FL, 33319",,,,,,CAC,CAC1816017,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DSV GROUP INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Orange,Winter Garden,34787,"16864 Broadwater Ave., Winter Garden, FL, 34787",,,,,,"CAC, CFC",CAC1815667; CFC1427545,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
"D — Priority county, needs phone research",DSW CONSTRUCTION LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34239,"1941 Rose Street, Sarasota, FL, 34239",,,,,,"CAC, CFC, CMC",CAC1819641; CFC1430210; CMC1250718,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,3
"D — Priority county, needs phone research",DT CONSTRUCTION & DESIGN LLC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Hialeah Gardens,33018,"10267 Nw 135Th Street, Hialeah Gardens, FL, 33018",,,,,,CAC,CAC1824972,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DU-ALL SEWER AND DRAIN SERVICE, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Palm Beach Gardens,33410,"3738 Holiday Rd, Palm Beach Gardens, FL, 33410",,,,,,CFC,CFC1432702,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUAL TEMP AIR CONDITIONING CORP,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33186,"13741 Sw 139Th Ct Ste 102, Miami, FL, 33186",,,,,,CAC,CAC1816071,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUARTE CLEAN DRAIN CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33175,"5316 Sw 142Nd Pl, Miami, FL, 33175",,,,,,CFC,CFC1429114,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCENT CONSTRUCTION,Plumbing,Independent / Likely Family-Owned (unverified),Palm Beach,Tamarac,33321,"8029 W Mcnab Rd #268, Tamarac, FL, 33321",,,,,,CFC,CFC1434625,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCK DUCK AIR CONDITIONING LLC,Mechanical,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32223,"3444 Remler Drive South, Jacksonville, FL, 32223",,,,,,CMC,CMC1250980,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCK DUCT AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Dania Beach,33004,"723 Sw 6Th Street Unit 4, Dania Beach, FL, 33004",,,,,,CAC,CAC1824300,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DUCON PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33605,"1726 East 7Th Ave Suite 8, Tampa, FL, 33605",,,,,,CFC,CFC1430513,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCT & AC MASTERS LLC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Parkland,33076,"11285  Watercrest Cir E, Parkland, FL, 33076",,,,,,CAC,CAC1823783,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCT DESIGN CENTRAL FLORIDA,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Opa Locka,33054,"13301 Nw 47Th Ave, Opa Locka, FL, 33054",,,,,,CAC,CAC057204,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCT DETECTIVES INC,HVAC,Independent / Likely Family-Owned (unverified),Orange,Orlando,32819,"5925  Precision Drive Suite # 1, Orlando, FL, 32819",,,,,,CAC,CAC1816309,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCT DOCTOR U.S.A. OF PALM BEACH COUNTY,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Jupiter,33458,"3021 Jupiter Park Circle 105, Jupiter, FL, 33458",,,,,,CAC,CAC1819680,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DUCT DYNASTY CLEAN AIR, LLC",Mechanical,Independent / Likely Family-Owned (unverified),Broward,North Lauderdale,33068,"1318 Sw 74Th Avenue, North Lauderdale, FL, 33068",,,,,,CMC,CMC1251097,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research","DUCT RESTORE, LLC",HVAC,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33024,"6720 Pershing St, Hollywood, FL, 33024",,,,,,CAC,CAC1821844,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCTMASTERS INC,HVAC,Independent / Likely Family-Owned (unverified),Broward,Weston,33331,"4474 Weston Road 233, Weston, FL, 33331",,,,,,CAC,CAC056953,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCTMASTERS MECHANICAL INC,HVAC,Independent / Likely Family-Owned (unverified),Lee,North Fort Myers,33917,"7390 Willow Creek Lane, North Fort Myers, FL, 33917",,,,,,CAC,CAC015668,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
"D — Priority county, needs phone research",DUCTO LIMPIO LLC,HVAC,Independent / Likely Family-Owned (unverified),St. Lucie,Fort Pierce,34982,"605 S Market Ave, Fort Pierce, FL, 34982",,,,,,CAC,CAC1818996,new,,,,,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
